Text,Tension
moskiewski centrum kultura policja wtargnąć na pianista powód wykonać muzyka ,-1
wśród osoba w potępiać i ludobójstwo na być pisarka najbardziej znać ,0
w usunąć dziś zapora czołgowy i wysłać na wschód ,0
moskiewski centrum kultura policja wtargnąć na pianista powód wykonać muzyka ,-1
mężczyzna po prawa ma czworo dzieci milioner móc siedzieć i patrzeć w tv facet po lewa kapitan ukraiński ,-1
,0
w lubelsko internat ,0
dziś w rejon odpowiedzialność grupa operacyjno taktyczny dokonać atak obrońca zniszczyć personel ao ,1
spieszyć siebie na maj i bardzo dobro w rok i sojuszniczy armia ukraiński ,0
no i pojechać mój mąż do z konwój humanitarny nie pytać więcej ala kciuk maić ,1
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
ukraiński armia wyzwolić i w obwód charkowski ,0
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
w zostać pokazać film o ługański oddział graniczny na prawdziwy wydarzenie z r film opowiadać historia ługański oddział graniczny który bojownica separatysta i służba specjalny próbować zmusić do zdrada ,0
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
nadać plac imię bohaterski być jak położyć nad brzeg morze z taka sam liczba mieszkaniec a teraz prawie zmieść z powierzchnia ziemia w wynik ofensywa rosyjski na teraz wszyscy z ,1
no i pojechać mój mąż do z konwój humanitarny nie pytać więcej ala kciuk maić ,1
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
ten rosyjski generał który zostać dzisiaj wysłać bezpośredni do piec przez siła być rosyjski ,0
polować na ruski kilka chłop terenówka dron jakiś i jazda ,0
kapitan stopień być zastępca dowódca siła w zginąć w akcja w dziewiąta p ,0
spieszyć siebie na maj i bardzo dobro w rok i sojuszniczy armia ukraiński ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
jeśli przeprowadzać na denazyfikacja ten powinien rozpocząć persko ,0
dzisiaj światowy dzień sprzeciw wobec bicie dzieci ten dzień w ten rok zwracać również szczególny uwaga na przeć ,1
do czytać krótki i treściwy via ,0
dostarczyć na samobieżny haubica mm ,0
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
ten chyba dokładny tak jak ten z nim rozmówić siebie by być tak na teraz ala czołg ,-1
kapitan stopień być zastępca dowódca siła w zginąć w akcja w dziewiąta p ,0
dzisiaj światowy dzień sprzeciw wobec bicie dzieci ten dzień w ten rok zwracać również szczególny uwaga na przeć ,1
no i pojechać mój mąż do z konwój humanitarny nie pytać więcej ala kciuk maić ,1
ten rosyjski generał który zostać dzisiaj wysłać bezpośredni do piec przez siła być rosyjski ,0
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
ten rosyjski generał który zostać dzisiaj wysłać bezpośredni do piec przez siła być rosyjski ,0
ten rosyjski generał który zostać dzisiaj wysłać bezpośredni do piec przez siła być rosyjski ,0
dzisiaj światowy dzień sprzeciw wobec bicie dzieci ten dzień w ten rok zwracać również szczególny uwaga na przeć ,1
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
iść siebie pieprzyć ,0
spieszyć siebie na maj i bardzo dobro w rok i sojuszniczy armia ukraiński ,0
no i ma pozamiatać weteran siła specjalny przybyć do ,-1
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
kapitan stopień być zastępca dowódca siła w zginąć w akcja w dziewiąta p ,0
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
do czytać krótki i treściwy via ,0
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
po cały dzień oczekiwać i siebie rozmowa w asysta pracownik i dzisiaj socjopata wypuścić ,-1
kapitan stopień być zastępca dowódca siła w zginąć w akcja w dziewiąta pełnić obowiązek oficer flagowy lub generalny który od luty skuteczny cel operacja specjalny ,-1
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
ten rosyjski generał który zostać dzisiaj wysłać bezpośredni do piec przez siła być rosyjski ,0
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
po cały dzień oczekiwać i siebie rozmowa w asysta pracownik i dzisiaj socjopata wypuścić ,-1
ten rosyjski generał który zostać dzisiaj wysłać bezpośredni do piec przez siła być rosyjski ,0
w ,0
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
od system rakieta przeciwlotniczy mistral ,0
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
siła rosyjski ostrzeliwać dom kultura w obwód doniecki ,0
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
z obrońca ,0
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
teraz podawać siebie liczba cywil ludzie wyjść sam w ten dzieci i ludzie wypuścić bezpośredni socjopata z o skutek i konsekwencja domowy i w vs ,1
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
ten rosyjski generał który zostać dzisiaj wysłać bezpośredni do piec przez siła być rosyjski ,0
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
w dostawa granatnik z żołnierz znaleźć pocztówka z napis życzyć zwycięstwo z miłość ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
nie znać nie podać liczba wypuścić z fabryka ludzie kilka godzina ten mówić o osoba bez podawać szczegół obecny trwać ich filtracja pod kąt potencjalny przestępstwo kryminalna i wojenny o w ,-1
kochać impet z pomagać nieco opaść ala napisać wielki prawda on walczyć i za po kilka zł c ,1
no i pojechać mój mąż do z konwój humanitarny nie pytać więcej ala kciuk maić ,1
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
ten rosyjski generał który zostać dzisiaj wysłać bezpośredni do piec przez siła być rosyjski ,0
by ,0
po cały dzień oczekiwać i siebie rozmowa w asysta pracownik i dzisiaj socjopata wypuścić cywil z teren udzielać im pomoc medyczny o skutek w vs ,-1
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
iść siebie pieprzyć ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
witać cześć ciekawostka ludzki nos potrafić rozpoznać ok zapach ,-1
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
ten rosyjski generał który zostać dzisiaj wysłać bezpośredni do piec przez siła być rosyjski ,0
ukraiński mig ,0
bardzo prosić o zgłaszać i blokować walczyć z dezinformacja agentura repo and user f ,0
rosyjski żołnierz walczący o przeciwko armia rosyjski przejeżdżać przez region ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
siła ukraiński wyzwolić wioska obwód charkowski w ciąg dwa dzień siła ukraiński odepchnąć km od miast ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
w rosyjski wojsko otwierać ludzie piwnica i nakazywać im zejście do piwnica news on persko i telegram ,0
siła ukraiński wyzwolić wioska obwód charkowski w ciąg dwa dzień siła ukraiński odepchnąć km od miasto w dwa kierunek mapa ,0
amerykański służba w rozpocząć szkolenie ukraiński żołnierz w zakres kluczowy system używać do obrona przed rosyjski inwazja ,-1
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
w rosyjski najeźdźca zacząć wydawać metryka urodzenie w samozwańczy powiedzieć komisarz ds praw człowiek rad najwyższy ,0
pan prosić zakończyć prokuratura ten komiczny spektakl z dla od chłopak ,0
oddział ukraiński oddzielny brygada obrona terytorialny ostrzeliwać pozycja rosyjski w obwód zaporoski ,-1
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
prościej nie można obawiać siebie że nasz persko klasa polityczna ten nie zrozumieć ,-1
żołnierz ukraiński doniecki oddział straż graniczny gratulować wszyscy kolega straż graniczny z okazja do straż graniczny oddział nadal bronić wraz z ,-1
w czas relacja o wypełnić zadać na ruski żołnierz ocena ze strona obrońca w post ,0
pan prosić zakończyć prokuratura ten komiczny spektakl z dla od chłopak ,0
ten być dowódca jednostka zostać zabić pocisk w gdy na żywy donosić na że ich misja zakończyć siebie sukces maić tylka jeden ranny ,-1
zabić by kurwa żyd ,0
na koniec do polecać rozmowa z który czekać na powrót do wymarzony domek w bucz ,1
spieszyć siebie na maj i bardzo dobro w rok i sojuszniczy armia ukraiński ,0
właśnie zagrozić ze jeśli kraj który udzielać pomoc jego nie zaprzestać spotkać siebie z konsekwencja ,1
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
siła ukraiński z chwila relaks ,-1
w trwać demontaż i tablica który dotyczyć wydarzenie w wielki wojna ojczyźniany cz ,-1
wideo z brygada zmechanizować ukraiński pokazywać punkt zaopatrzenie rosyjski ,0
w czas relacja o wypełnić zadać na ruski żołnierz ocena ze strona obrońca w post ,0
ostrzał brygada zmechanizować im kniaź ,0
zniszczony z widok dron ,-1
spieszyć siebie na maj i bardzo dobro w rok i sojuszniczy armia ukraiński ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
śmierć każdy człowiek ważny zabić w maić już grób ,1
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
s help dzięki ,0
piękny cel dla szkoda ze nie może wykorzystać bronić aby niszczyć nadjeżdżać czołg ork ,1
wideo z brygada zmechanizować ukraiński pokazywać punkt zaopatrzenie rosyjski ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
w obecny ok populacja stanowić uchodźca z ten dla nowa bardzo duha wyzwać i potrzeba ,1
spieszyć siebie na maj i bardzo dobro w rok i sojuszniczy armia ukraiński ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
wideo z brygada zmechanizować ukraiński pokazywać punkt zaopatrzenie rosyjski ,0
wspaniały ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
wspaniały ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
zniszczony z widok dron ,-1
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
wideo z brygada zmechanizować ukraiński pokazywać punkt zaopatrzenie rosyjski ,0
rosyjski szef sztab generał przebywać obecny w km na południowy wschód od co minuta ,0
z wyjść pierwsza rodzina szybka znaleźć stara zdjąć jak ten wolność równość ,0
spieszyć siebie na maj i bardzo dobro w rok i sojuszniczy armia ukraiński ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
pan prosić zakończyć prokuratura ten komiczny spektakl z dla od chłopak ,0
dyplomatyczny podsumować dzisiejszy do wojna w ,1
spieszyć siebie na maj i bardzo dobro w rok i sojuszniczy armia ukraiński ,0
przygotowywać ważny oświadczenie na maj zapowiadać masowy mobilizacja ludność do decydować cios dla the mail podobno jeden z argument być wypowiedzenie nowa wojna przeciwko nazista cały świat ,1
podsumować zbiórka dar zorganizować przez nasz centrum efekt przerosły nasz oczekiwać jak zwykle pokazać że móc na liczyć piękno dziękować wszyscy darczyńca na początek maj cały ruszyć do ,0
wdzięczny mieszkaniec równe maić przesłać dla nasi persko brać i siostra ,1
wideo z brygada zmechanizować ukraiński pokazywać punkt zaopatrzenie rosyjski armia trafić przez w widoczny wyrzutnia i ciężarówka pełny rakieta ,0
spieszyć siebie na maj i bardzo dobro w rok i sojuszniczy armia ukraiński ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać ,0
willy zginąć na walczyć u bok ukraiński wojsk przeciwko inwazja siła rosyjski potwierdzać jego rodzina news ,0
zniszczony z widok dron ,-1
zniszczony z widok dron ,-1
spieszyć siebie na maj i bardzo dobro w rok i sojuszniczy armia ukraiński republika ludowy defilować w wyzwolić spod bolszewik ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
zniszczony z widok dron ,-1
zniszczony z widok dron ,-1
zniszczony z widok dron ,-1
zniszczony z widok dron ,-1
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
przyznać że nie wiedzieć do czyj ręka dokładny trafiać amerykański bronić przekazywać ,1
zniszczony z widok dron ,-1
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
bić ork ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
dekoracja skrzynka pocztowy na wieś ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
właśnie zagrozić ze jeśli kraj który udzielać pomoc jego nie zaprzestać spotkać siebie z konsekwencja ,1
a hera the do nota thema in i ten ten thema mój mąż zawsze taka być ,0
cokolwiek by nie powiedzieć zniszczyć tylka siła bitewny federacja rosyjski fakt że ten być najlepszy co maić ala zawsze ten tylka ,1
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
zgłaszać wybuch w rosyjski ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
mama nadziać że w nie odpuścić zbrodnia i być jak dopaść ,1
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
ukraiński dron batalion piechota morski poprzez zrzucić bomba trafiać rosyjski w obwód doniecki ,1
kolejny pożar w ,1
persko dziennikarz na spotkać z ,0
dzisiaj ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
ukraiński brygada zmechanizować zaatakować i zniszczyć rosyjski sprzęt w ten ciężarówka zaopatrzenie i amunicja ,0
don t f ck z poświęcić nowy utwór siła zbrojny i ludowy ruch opór ,0
clip ,0
kij dziś uderzenie rakieta ,0
dobre rosyjski informator wojskowy opublikować dokument ujawniać ujawnić zagraniczny najem ,0
ustawa o dzierżawa przejść przez izba reprezentant i kierować do podpis przy biurko prezydent ,0
dobre rosyjski informator wojskowy opublikować dokument ujawniać ujawnić zagraniczny najemnik działać w region ta długi na strona lista zostać znaleźć w pospieszny opuszczony placówka wojskowy ,1
kij dziś uderzenie rakieta ,0
clip ,0
w rejon jednostka przeprowadzić udać zmasować atak na akumulacja pojazd opancerzyć najeźdźca w wynik atak zniszczony i podpalić zostać kilka wóz bojowy piechota oraz rosyjski czołg ,1
ustawa o dzierżawa przejść przez izba reprezentant i kierować do podpis przy biurko prezydent ,0
iść siebie pieprzyć ,0
ustawa o dzierżawa przejść przez izba reprezentant i kierować do podpis przy biurko prezydent ,0
migawka z front ,0
białoruski batalion walczący po strona odwoływać siebie do powstać styczniowy tam w herb data oraz k ,1
sekretarz generalny wstrząsnąć dzisiejszy uderzenie rakietowy w kij według rozmawiać wówczas z ,0
ustawa o dzierżawa przejść przez izba reprezentant i kierować do podpis przy biurko prezydent ,0
australijski pojazd już używać w banan ukraiński żołnierz bezcenny ala tenże pokazywać ja ,1
ustawa o dzierżawa przejść przez izba reprezentant i kierować do podpis przy biurko prezydent ,0
ustawa o dzierżawa przejść przez izba reprezentant i kierować do podpis przy biurko prezydent ,0
ustawa o dzierżawa przejść przez izba reprezentant i kierować do podpis przy biurko prezydent ,0
ustawa o dzierżawa przejść przez izba reprezentant i kierować do podpis przy biurko prezydent ,0
ustawa o dzierżawa przejść przez izba reprezentant i kierować do podpis przy biurko prezydent głos za prezydent podpisać ,0
kij dziś uderzenie rakieta ,0
kij dziś uderzenie rakieta ,0
sekretarz generalny wstrząsnąć dzisiejszy uderzenie rakietowy w kij według rozmawiać wówczas z ,0
ostatni tydzień w polityka europejski ,0
sekretarz generalny wstrząsnąć dzisiejszy uderzenie rakietowy w kij według rozmawiać wówczas z ,0
sekretarz generalny wstrząsnąć dzisiejszy uderzenie rakietowy w kij według rozmawiać wówczas z ,0
sekretarz generalny wstrząsnąć dzisiejszy uderzenie rakietowy w kij według rozmawiać wówczas z ,0
kij kilka minuta po ostrzał źródło ,1
dyplomatyczny podsumować dzisiejszy do wojna w ,1
clip ,0
polityczny skandal w rosyjski zespół odwołać na minuta przed rozpocząć z powód wielki baner z napis za prezydent ,-1
ekstremalny niski przelot samolot szturmowy nad zabudować jeden z ukraiński wioska w obwód zaporoski ,-1
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
siła ukraiński potwierdzić że w pełnia wyzwolić ,0
,0
,0
,0
,0
kongres uchwalić ustawa wynik głos ten ,0
że na nie kraść ala wyzwalać rosyjski ciężarówka wywozić zboże z ukraiński w kierunek granica z ,-1
doskonały rozmowa pan doktor z ambasador posłuchać by poznać perspektywa druga strona ps uwaga ten może być spora wysiłek intelektualny dla czołobitny sługa naród ukraiński ,-1
że na nie kraść ala wyzwalać rosyjski ciężarówka wywozić zboże z ukraiński w kierunek granica z s ,-1
a jak by ten ruski ubić kolejny relikwia ,-1
cały noc na wojskowy szpital polowy w w gdzie leża ranny obrońca zrzucać ciężki bomba zdolny przebicie betonowy konstrukcja obronny ,1
przez cały noc zrzucić wiele ton bomba zdolny przebicie siebie przez betonowy konstrukcja obronny znajdować siebie n ,1
a jak by ten ruski ubić kolejny relikwia ,-1
ekstremalny niski przelot samolot szturmowy nad zabudować jeden z ukraiński wioska w obwód zaporoski ,-1
zagłosować wszyscy spieprzyć ,0
zagłosować wszyscy spieprzyć ,0
duch kijowy wracać do walka na niebo ,1
w trwać demontaż i tablica który dotyczyć wydarzenie w wielki wojna ojczyźniany cz ,-1
państwowa pogotowie ratunkowy informować że budynek mieszkalny zostać częściowy zniszczony w wynik ostrzał kijowy przez wrogi ,1
marsz na banderowski nazistowski komiwojażer woń zdrajca pomordować przez ss polak tu won stąd banderowski szmaciarz ,0
ekstremalny niski przelot samolot szturmowy nad zabudować jeden z ukraiński wioska w obwód zaporoski prawdopodobny z obawa przed zestrzelenie przez typ piorun stinger cza igła ,1
pierwsza minuta po uderzenie pocisk w blok mieszkalny w ,1
pierwsza minuta po uderzenie pocisk w blok mieszkalny w ,1
współrzędna wszyscy most i wiadukt na terytorium i kluczowy linia zasilać wspierać z ,0
rosyjski opancerzyć wóz bojowy zostać zniszczony uszkodzić przez brygada zmotoryzować przy użycie amunicja zrzucić z dron ,1
ukraiński brygada zmechanizować donosić o zniszczeć rosyjski zapas amunicja na południowo wschodni ,0
obwód chersoński od maj przechodzić do strefa rublowy przez pewien czas w obieg być również ukraiński hrywna sukcesywny wycofywać z obieg o skutek i konsekwencja domowy i w vs ,-1
skutek uderzenie pocisk w blok mieszkalny w kijowy ,1
dodać że dzisiejszy atak pocisk na kij być przeprowadzić w trakt wizyta szef generalny ,1
brytyjski najemnik na liczyć na zwycięski bać z dlatego zbiec do pol ,0
boeing a reg lx awacs lecieć z fob wysoki nad w kierunek aby o ,0
duch kijowy wracać do walka na niebo ,1
zdjąć który przedstawiać zestrzelić dron w rejon okazać siebie taki sam różnica taka że dron zostać przenieść w inna miejsce przez siła rosyjski ,-1
na nie móc pomóc ten ludzie ,-1
chcieć płacić za gaz w rubel ,0
kij po uderzenie rakieta ofiara trafić obiekt sektor mieszkaniowy w pobliże obiekt uderzyć ,-1
o co persko dziennikarz short via ,0
osoba w szpital po atak rakietowy na ,-1
ponad ukraiński żołnierz i oficer zostać aresztować w związek z różne przestępstwo wojenny i kryminalna na teren być sądzić w o skutek domowy i w vs ,0
dyplomatyczny podsumować dzisiejszy do wojna w ,1
wybuch w miał miejsce bardzo bliski centrum ,-1
letni mieszkaniec zginąć podczas operacja specjalny na kolejny który myśleć że ktoś tu na czekać ala przynajmniej pochować ork z wojskowy honor wręczyć tenże medal krewna ,-1
szef pokazywać swoje podejście do europ i świat ,0
kij po uderzenie rakieta ofiara trafić obiekt sektor mieszkaniowy w pobliże obiekt uderzyć ,-1
nie wyglądać ten podejrzany że persko rozebrać z persko ,0
film przedstawiać moment w który siła zbrojny strącać rosyjski śmigłowiec w pobliże ,0
śmierć każdy człowiek ważny zabić w maić już grób ,1
z najlepszy film ostatnio na stinger niszczyć rosyjski oraz ,0
pierwsza tercja szkoda tej podwójny kar ala liczyć siebie wynik ,1
duch kijowy wracać do walka na niebo ,1
kij po uderzenie rakieta ofiara trafić obiekt sektor mieszkaniowy w pobliże obiekt uderzyć ,-1
przemieszczać czołg opancerzyć do ma ten na cel rozpocząć ofensywa i okrążyć wojska ,1
ochotnik z na jego oko socjopata z zabić uciekać kobieta z dziecko najpierw strzał w pl ,0
mieszkaniec dzieci i dorosły żyć w piwnica budynek płonąć ukraiński i odciąć im możliwość ,1
wczoraj w zauważyć konwój persko i amerykański pojazd opancerzyć który zmierzać w kierunek gr ,0
kij po uderzenie rakieta ofiara trafić obiekt sektor mieszkaniowy w pobliże obiekt uderzyć ,-1
uchwycić moment ukraiński myśliwiec w trakt ostrzał baza lotniczy przez szacunek dla pilot za ,-1
mama słabość do starsza moje dziadek tenże łamać siebie głos czas bardzo płakać gdy ,0
s help dzięki ,0
w stała kontakt z persko i wojna na dzień walka relacja ,1
jeśliby poniższy infa zostać potwierdzić ten brać pod uwaga kontekst rosyjski zbrodniczy agresja na cza za eskalacja stać dw ,1
s help dzięki ,0
s help dzięki ,0
iść siebie pieprzyć ,0
grozić natychmiastowy uderzenie na kraj który interweniować w wojna na rosyjski dyktator wł ,1
most łączyć z zniszczony przez cały ruch musieć teraz przechodzić przez gdzie ,1
zdjąć do obwód kijowski ,0
uchwycić moment ukraiński myśliwiec w trakt ostrzał baza lotniczy przez szacunek dla pilot za ,-1
pocisk wystrzelić z okręt podwodne ,0
grozić natychmiastowy uderzenie na kraj który interweniować w wojna na rosyjski dyktator wł ,1
most łączyć z zniszczony przez cały ruch musieć teraz przechodzić przez gdzie ,1
most łączyć z zniszczony przez cały ruch musieć teraz przechodzić przez gdzie ,1
strażnik podziemia ukraiński żołnierz z jednostka uzbroić w karabinek kal x mm oraz kompaktowy gogle noktowizyjny lut francuski firma ,0
uchwycić moment ukraiński myśliwiec w trakt ostrzał baza lotniczy przez szacunek dla pilot za ,-1
śmierć każdy człowiek ważny zabić w maić już grób ,1
most łączyć z zniszczony przez cały ruch musieć teraz przechodzić przez gdzie ,1
ten pierwszy pilot który dziś miał okazja odwiedzić swoje dziecko ,-1
most łączyć z zniszczony przez cały ruch musieć teraz przechodzić przez gdzie ,1
zdecydować siebie nie płacić za rosyjski gaz w rubel ,1
clip ,0
most łączyć z zniszczony przez cały ruch musieć teraz przechodzić przez gdzie stacjonować wojska rosyjski w separatystyczny północny region zostać postawić w stan gotowość przez ,1
australijski już w użytek przez siła ukraiński ,0
myśliwiec ukraiński siła powietrzny nad rejon kijowy ,0
grozić natychmiastowy uderzenie na kraj który interweniować w wojna na rosyjski dyktator wł ,1
clip ,0
grozić natychmiastowy uderzenie na kraj który interweniować w wojna na rosyjski dyktator wł ,1
w stała kontakt z persko i wojna na dzień walka relacja ,1
armia uratować przez pilot który mimo bombardować lotnisko ,0
uchwycić moment ukraiński myśliwiec w trakt ostrzał baza lotniczy przez szacunek dla pilot za ,-1
grozić natychmiastowy uderzenie na kraj który interweniować w wojna na rosyjski dyktator wł ,1
grozić natychmiastowy uderzenie na kraj który interweniować w wojna na rosyjski dyktator wł ,1
region rosyjski zostać zamienić na zło podczas wczorajszy kontratak ,0
uchwycić moment ukraiński myśliwiec w trakt ostrzał baza lotniczy przez szacunek dla pilot za ,-1
uchwycić moment ukraiński myśliwiec w trakt ostrzał baza lotniczy przez szacunek dla pilot za ,-1
w mieć miejsce kilka silny eksplozja ,1
tragiczny bilans rosyjski ostrzał w okolica wojna na dzień walka relacja ,1
uważać że trwać konflikt wzgląd dopuścić siebie do karygodny sprawa np użycie bronić nuklearny w skutek niepowodzenie ,1
tutaj pies i kot z w dawny maić bezpieczny przystać ,0
tutaj pies i kot z w dawny maić bezpieczny przystać ,0
uchwycić moment ukraiński myśliwiec w trakt ostrzał baza lotniczy przez szacunek dla pilot za ,-1
według rosyjski mass w połowa maj odbyć siebie referendum w tzw l w sprawa przystąpić do ,0
intensywny szkolenie już trwać ,0
tymczasem siebie w prywatny ukraiński dom w ,0
pentagon ponad połowa z amerykański haubica z amerykański pakiet pomoc wojskowy już n ,0
armia ukraiński nowa czołg i przygotowywać siebie do kontratak w obwód doniecki tak więc na ,-1
przed kilka trudny tydzień powiedzieć minister obrona o który powiedzieć że ,0
pentagon ponad połowa z amerykański haubica z amerykański pakiet pomoc wojskowy już na ,0
grozić natychmiastowy uderzenie na kraj który interweniować w wojna na rosyjski dyktator powiedzieć kwiecień że ma wszystek instrument do natychmiastowy uderzenie w kraj który zdecydować siebie interweniować w wojna ,1
australijski już w użytek przez siła ukraiński ,0
